Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,25.967,,,2025-03-17,
,SBI GOLD FUND REGULAR PLAN - GROWTH,,,25.9603,,,2025-03-17,
,SBI GOLD FUND- DIRECT PLAN - GROWTH,,,27.1461,,,2025-03-17,
,SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),,,10.704,,,2025-03-17,
,Quantum Gold Savings Fund - Regular Plan Growth Option,,,33.6499,,,2025-03-17,
,NIPPON INDIA PASSIVE FLEXICAP FOF - DIRECT Plan - IDCW Option,,,18.6772,,,2025-03-17,
,Nippon India Passive Flexicap FoF - Direct Plan - Growth Option,,,18.6772,,,2025-03-17,
,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,,,21.9176,,,2025-03-17,
,Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth,,,12.0939,,,2025-03-17,
,Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth,,,12.0633,,,2025-03-17,
,Motilal Oswal Asset Allocation FOF- A- Direct Growth,,,16.2569,,,2025-03-17,
,Motilal Oswal Asset Allocation FOF- A- Regular Growth,,,15.9122,,,2025-03-17,
,Motilal Oswal Asset Allocation FOF- C- Direct Growth,,,14.9334,,,2025-03-17,
,Motilal Oswal Asset Allocation FOF- C- Regular Growth,,,14.6185,,,2025-03-17,
,Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan),,,16.7895,,,2025-03-17,
,Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan),,,16.6426,,,2025-03-17,
,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,,,38.3146,,,2025-03-17,
,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,,,37.3871,,,2025-03-17,
,Nippon India Asset Allocator FoF - Direct Plan - Growth Option,,,19.9943,,,2025-03-17,
,NIPPON INDIA ASSET ALLOCATOR FOF - DIRECT Plan - IDCW Option,,,19.9943,,,2025-03-17,
,NIPPON INDIA ASSET ALLOCATOR FOF - IDCW Option,,,19.1917,,,2025-03-17,
,Nippon India Asset Allocator FoF - Regular Plan - Growth Option,,,19.1917,,,2025-03-17,
,NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,,,35.5107,,,2025-03-17,
,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,,,35.5107,,,2025-03-17,
,NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,,,33.9905,,,2025-03-17,
,Nippon India Gold Savings Fund-Growth plan- Growth Option,,,33.9905,,,2025-03-17,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,22.2374,,,2025-03-17,
,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,,,22.2374,,,2025-03-17,
,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,,,21.9176,,,2025-03-17,
,SBI Silver ETF Fund of Fund- Direct Plan - Growth,,,10.7315,,,2025-03-17,
,SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),,,10.7315,,,2025-03-17,
,SBI Silver ETF Fund of Fund- Regular Plan - Growth,,,10.7043,,,2025-03-17,
,Tata Gold ETF Fund of Fund Direct Plan Growth Option,,,13.8041,,,2025-03-17,
,Zerodha Gold ETF FoF-Direct Plan - Growth Option,,,11.642,,,2025-03-17,
,BANDHAN US EQUITY FUND OF FUND - GROWTH - DIRECT PLAN,,,15.13,,,2025-03-17,
,BANDHAN US EQUITY FUND OF FUND - GROWTH - REGULAR PLAN,,,14.567,,,2025-03-17,
,BANDHAN US EQUITY FUND OF FUND - IDCW - DIRECT PLAN,,,15.13,,,2025-03-17,
,BANDHAN US EQUITY FUND OF FUND - IDCW - REGULAR PLAN,,,14.567,,,2025-03-17,
,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - DIRECT PLAN - GROWTH,,,11.5661,,,2025-03-17,
,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - DIRECT PLAN - IDCW,,,11.5661,,,2025-03-17,
,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - REGULAR PLAN - GROWTH,,,11.5527,,,2025-03-17,
,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - REGULAR PLAN- IDCW,,,11.5527,,,2025-03-17,
,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth,,,16.0075,,,2025-03-17,
,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth,,,15.8949,,,2025-03-17,
,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth,,,8.9494,,,2025-03-17,
,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),,,8.9501,,,2025-03-17,
,Invesco India - Invesco Global Consumer Trends Fund of Fund - Growth,,,8.5745,,,2025-03-17,
,Invesco India - Invesco Global Consumer Trends Fund of Fund - IDCW (Payout / Reinvestment),,,8.5741,,,2025-03-17,
,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth,,,30.1352,,,2025-03-17,
,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),,,29.7854,,,2025-03-17,
,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth,,,27.3206,,,2025-03-17,
,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),,,27.2807,,,2025-03-17,
,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option,,,19.8611,,,2025-03-17,
,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),,,19.804,,,2025-03-17,
,UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,,,12.9476,,,2025-03-17,
,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),,,24.1469,,,2025-03-17,
,UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,,,13.0411,,,2025-03-17,
,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option,,,17.0785,,,2025-03-17,
,Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option,,,13.8041,,,2025-03-17,
,Tata Gold ETF Fund of Fund Direct Plan IDCW Reinvestment Option,,,13.8041,,,2025-03-17,
,Tata Gold ETF Fund of Fund Regular Plan Growth Option,,,13.7034,,,2025-03-17,
,UTI Quarterly Interval Fund - III -Regular Plan - Growth Option,,,30.4342,,,2025-03-17,
,Tata Gold ETF Fund of Fund Regular Plan IDCW Reinvestment Option,,,13.7034,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth,,,12.5353,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund-Direct Plan- IDCW Reinvestment,,,12.7079,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth,,,12.7079,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-IDCW Payout,,,12.7079,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Payout,,,12.5353,,,2025-03-17,
,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Reinvestment,,,12.5353,,,2025-03-17,
,Tata Silver ETF Fund of Fund Direct Plan Growth Option,,,13.6384,,,2025-03-17,
,Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option,,,13.6384,,,2025-03-17,
,Tata Silver ETF Fund of Fund Direct Plan IDCW Reinvestment Option,,,13.6384,,,2025-03-17,
,Tata Silver ETF Fund of Fund Regular Plan Growth Option,,,13.5617,,,2025-03-17,
,Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option,,,13.5617,,,2025-03-17,
,Tata Silver ETF Fund of Fund Regular Plan IDCW Reinvestment Option,,,13.5617,,,2025-03-17,
,Union Gold ETF Fund of Fund - Direct Plan - Growth Option,,,10.2964,,,2025-03-17,
,Union Gold ETF Fund of Fund - Direct Plan - IDCW Option,,,10.2964,,,2025-03-17,
,Union Gold ETF Fund of Fund - Regular Plan - Growth Option,,,10.2946,,,2025-03-17,
,Union Gold ETF Fund of Fund - Regular Plan - IDCW Option,,,10.2946,,,2025-03-17,
,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,,,16.8978,,,2025-03-17,
,HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan,,,8.4888,,,2025-03-17,
,DSP Aggressive Hybrid Fund - Direct Plan - Growth,,,366.866,,,2025-03-17,
,CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,,,323.11,,,2025-03-17,
,Motilal Oswal Multi Cap Fund Regular Plan Growth,,,11.8746,,,2025-03-17,
,Motilal Oswal Multi Cap Fund Regular Plan IDCW,,,11.8746,,,2025-03-17,
,Motilal Oswal Multi Cap Fund-Direct Plan Growth,,,12.0019,,,2025-03-17,
,Motilal Oswal Multi Cap Fund-Direct Plan IDCW,,,12.0019,,,2025-03-17,
,NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option,,,78.2752,,,2025-03-17,
,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,,,280.9344,,,2025-03-17,
,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,,,280.9344,,,2025-03-17,
,NIPPON INDIA MULTI CAP FUND - IDCW Option,,,54.4677,,,2025-03-17,
,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,,,256.724,,,2025-03-17,
,Mirae Asset Multicap Fund - Regular Plan - IDCW,,,12.09,,,2025-03-17,
,Nippon India Multi Cap Fund-Growth Plan-Growth Option,,,256.724,,,2025-03-17,
,PGIM India Multi Cap Fund - Direct Plan - IDCW Option,,,8.53,,,2025-03-17,
,PGIM India Multi Cap Fund - Regular Plan - Growth Option,,,8.45,,,2025-03-17,
,PGIM India Multi Cap Fund - Regular Plan - IDCW Option,,,8.45,,,2025-03-17,
,quant Active Fund-GROWTH OPTION - Regular Plan,,,555.411,,,2025-03-17,
,quant Active Fund-GROWTH OPTION-Direct Plan,,,603.0259,,,2025-03-17,
,quant Active Fund-IDCW Option - Direct Plan,,,69.837,,,2025-03-17,
,quant Active Fund-IDCW Option - Regular Plan,,,63.5183,,,2025-03-17,
,Samco Multi Cap Fund - Direct Plan - Growth,,,8.94,,,2025-03-17,
,Samco Multi Cap Fund - Regular Plan - Growth,,,8.89,,,2025-03-17,
,PGIM India Multi Cap Fund - Direct Plan - Growth Option,,,8.53,,,2025-03-17,
,Mirae Asset Multicap Fund - Regular Plan - Growth,,,12.097,,,2025-03-17,
,Mirae Asset Multicap Fund - Direct Plan - IDCW,,,12.387,,,2025-03-17,
,Mirae Asset Multicap Fund - Direct Plan - Growth,,,12.388,,,2025-03-17,
,ICICI Prudential Multicap Fund - IDCW,,,30.87,,,2025-03-17,
,Invesco India Multicap Fund - Direct Plan - Growth Option,,,135.83,,,2025-03-17,
,Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment),,,122.93,,,2025-03-17,
,Invesco India Multicap Fund - Growth Option,,,114.63,,,2025-03-17,
,Invesco India Multicap Fund - IDCW (Payout / Reinvestment),,,103.94,,,2025-03-17,
,ITI Multi Cap Fund - Direct Plan - Growth Option,,,22.387,,,2025-03-17,
,ITI Multi Cap Fund - Direct Plan - IDCW Option,,,20.6303,,,2025-03-17,
,ITI Multi Cap Fund - Regular Plan - Growth Option,,,19.9157,,,2025-03-17,
,ITI Multi Cap Fund - Regular Plan - IDCW Option,,,18.2568,,,2025-03-17,
,Kotak Multicap Fund- Regular Plan -IDCW Option,,,16.162,,,2025-03-17,
,Kotak Multicap Fund-Direct Plan-Growth,,,17.028,,,2025-03-17,
,Kotak Multicap Fund-Direct Plan-IDCW Option,,,17.028,,,2025-03-17,
,Kotak Multicap Fund-Regular Plan-Growth,,,16.162,,,2025-03-17,
,LIC MF Multi Cap Fund-Direct Plan-Growth,,,15.2642,,,2025-03-17,
,LIC MF Multi Cap Fund-Direct Plan-IDCW,,,15.2642,,,2025-03-17,
,LIC MF Multi Cap Fund-Regular Plan-Growth,,,14.6664,,,2025-03-17,
,LIC MF Multi Cap Fund-Regular Plan-IDCW,,,14.6664,,,2025-03-17,
,Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW,,,26.1772,,,2025-03-17,
,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,,,34.7657,,,2025-03-17,
,Mahindra Manulife Multi Cap Fund - Regular Plan - Growth,,,30.1009,,,2025-03-17,
,Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW,,,21.8462,,,2025-03-17,
,SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,15.5169,,,2025-03-17,
,ICICI Prudential Multicap Fund - Growth,,,700.14,,,2025-03-17,
,SBI Multicap Fund- Direct Plan- Growth option,,,15.5169,,,2025-03-17,
,SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW),,,15.0815,,,2025-03-17,
,Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout,,,9.48,,,2025-03-17,
,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,,,9.45,,,2025-03-17,
,Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout,,,9.45,,,2025-03-17,
,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW,,,15.51,,,2025-03-17,
,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,,,16.72,,,2025-03-17,
,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW,,,14.57,,,2025-03-17,
,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth,,,15.7,,,2025-03-17,
,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,,,215.41,,,2025-03-17,
,Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW,,,47.4,,,2025-03-17,
,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,,,9.48,,,2025-03-17,
,Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,,,37.51,,,2025-03-17,
,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,,,39.4,,,2025-03-17,
,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,,,23.48,,,2025-03-17,
,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,,,88.42,,,2025-03-17,
,Aditya Birla Sun Life Infrastructure Fund-Growth,,,80.41,,,2025-03-17,
,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,,,19.41,,,2025-03-17,
,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,,,30.78,,,2025-03-17,
,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,,,17.81,,,2025-03-17,
,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,,,28.08,,,2025-03-17,
,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW,,,21.36,,,2025-03-17,
,Aditya Birla Sun Life India Gennext Fund-Growth Option,,,189.04,,,2025-03-17,
,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,,,52.24,,,2025-03-17,
,Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,,,20.36,,,2025-03-17,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,58.41,,,2025-03-17,
,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan -Half Yearly Income Distribution CUM Capital Withdrawal Option,,,81.337,,,2025-03-17,
,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Option,,,60.5281,,,2025-03-17,
,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,,,366.4016,,,2025-03-17,
,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option,,,330.2963,,,2025-03-17,
,Tata Multicap Fund - Direct Plan - Growth,,,12.6432,,,2025-03-17,
,Tata Multicap Fund - Direct Plan - IDCW Payout,,,12.6432,,,2025-03-17,
,Tata Multicap Fund - Direct Plan - IDCW Reinvestment,,,12.6432,,,2025-03-17,
,Tata Multicap Fund - Regular Plan - Growth,,,12.2206,,,2025-03-17,
,Tata Multicap Fund - Regular Plan - IDCW Payout,,,12.2206,,,2025-03-17,
,Tata Multicap Fund - Regular Plan - IDCW Reinvestment,,,12.2206,,,2025-03-17,
,Union Multicap Fund - Direct Plan - Growth Option,,,14.01,,,2025-03-17,
,Union Multicap Fund - Direct Plan - IDCW Option,,,14.01,,,2025-03-17,
,Union Multicap Fund - Regular Plan - Growth Option,,,13.6,,,2025-03-17,
,Union Multicap Fund - Regular Plan - IDCW Option,,,13.6,,,2025-03-17,
,WhiteOak Capital Multi Cap Fund Direct Plan Growth,,,13.099,,,2025-03-17,
,WhiteOak Capital Multi Cap Fund Regular Plan Growth,,,12.78,,,2025-03-17,
,360 ONE QUANT FUND DIRECT GROWTH,,,17.3765,,,2025-03-17,
,360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,,,17.3765,,,2025-03-17,
,360 ONE QUANT FUND REGULAR GROWTH,,,16.693,,,2025-03-17,
,360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,,,16.693,,,2025-03-17,
,Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW,,,27.44,,,2025-03-17,
,SBI Multicap Fund- Regular Plan- Growth Option,,,15.0791,,,2025-03-17,
,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,,,30.89,,,2025-03-17,
,ICICI Prudential Multicap Fund - Direct Plan -  IDCW,,,54.75,,,2025-03-17,
,HSBC Multi Cap Fund - Regular - IDCW,,,14.3109,,,2025-03-17,
,Tata Mid Cap Growth Fund Regular Plan- Growth Option,,,370.1996,,,2025-03-17,
,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,,,102.1812,,,2025-03-17,
,Taurus Mid Cap Fund - Direct Plan - Growth,,,107.48,,,2025-03-17,
,Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,,,95.48,,,2025-03-17,
,Taurus Mid Cap Fund - Regular Plan - Growth,,,101.96,,,2025-03-17,
,Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,,,90.88,,,2025-03-17,
,Union Midcap Fund - Direct Plan - Growth Option,,,42.81,,,2025-03-17,
,Union Midcap Fund - Direct Plan - IDCW Option,,,42.81,,,2025-03-17,
,Union Midcap Fund - Regular Plan - Growth Option,,,39.97,,,2025-03-17,
,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,,,138.3364,,,2025-03-17,
,Union Midcap Fund - Regular Plan - IDCW Option,,,39.97,,,2025-03-17,
,UTI Mid Cap Fund - Regular Plan - IDCW,,,120.6973,,,2025-03-17,
,UTI Mid Cap Fund-Growth Option,,,255.0614,,,2025-03-17,
,UTI Mid Cap Fund-Growth Option- Direct,,,283.3188,,,2025-03-17,
,WhiteOak Capital Mid Cap Fund Direct Plan Growth,,,16.725,,,2025-03-17,
,WhiteOak Capital Mid Cap Fund Direct Plan IDCW,,,16.725,,,2025-03-17,
,WhiteOak Capital Mid Cap Fund Regular Plan Growth,,,16.046,,,2025-03-17,
,WhiteOak Capital Mid Cap Fund Regular Plan IDCW,,,16.046,,,2025-03-17,
,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,,,17.81,,,2025-03-17,
,Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout,,,16.76,,,2025-03-17,
,UTI Mid Cap Fund - Direct Plan - IDCW,,,139.422,,,2025-03-17,
,Tata Mid Cap Growth Fund - Direct Plan- Growth Option,,,419.0862,,,2025-03-17,
,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),,,57.6421,,,2025-03-17,
,Sundaram Mid Cap Fund Regular Plan - Growth,,,1160.8904,,,2025-03-17,
,NIPPON INDIA GROWTH FUND - DIRECT Plan - IDCW Option,,,158.2555,,,2025-03-17,
,Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option,,,628.5414,,,2025-03-17,
,Nippon India Growth Fund - Direct Plan Growth Plan - Growth Option,,,3783.3098,,,2025-03-17,
,NIPPON INDIA GROWTH FUND - IDCW Option,,,100.6004,,,2025-03-17,
,NIPPON INDIA GROWTH FUND - INSTITUTIONAL Plan - IDCW Option,,,1114.95,,,2025-03-17,
,Nippon India Growth Fund-Growth Plan-Bonus Option,,,576.5662,,,2025-03-17,
,Nippon India Growth Fund-Growth Plan-Growth Option,,,3463.4662,,,2025-03-17,
,PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout,,,52.99,,,2025-03-17,
,PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option,,,63.93,,,2025-03-17,
,PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout,,,23.78,,,2025-03-17,
,PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option,,,55.44,,,2025-03-17,
,quant Mid Cap Fund - Growth Option - Direct Plan,,,216.0426,,,2025-03-17,
,quant Mid Cap Fund - Growth Option - Regular Plan,,,193.3044,,,2025-03-17,
,quant Mid Cap Fund - IDCW Option - Direct Plan,,,75.8843,,,2025-03-17,
,quant Mid Cap Fund - IDCW Option - Regular Plan,,,68.72,,,2025-03-17,
,SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH,,,235.4506,,,2025-03-17,
,SBI Magnum MidCap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,133.4861,,,2025-03-17,
,SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH,,,210.6511,,,2025-03-17,
,SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,86.0749,,,2025-03-17,
,Sundaram Mid Cap Fund Direct Plan - Growth,,,1263.9913,,,2025-03-17,
,Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),,,63.6533,,,2025-03-17,
,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,,,16.85,,,2025-03-17,
,ICICI Prudential Multicap Fund - Direct Plan -  Growth,,,779.15,,,2025-03-17,
,Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout,,,15.85,,,2025-03-17,
,Axis Multicap Fund - Direct Plan - IDCW,,,16.21,,,2025-03-17,
,DSP Multicap Fund - Regular - IDCW,,,10.33,,,2025-03-17,
,Edelweiss Multi Cap Fund - Direct Plan - Growth,,,13.2476,,,2025-03-17,
,Edelweiss Multi Cap Fund - Direct Plan - IDCW,,,13.2476,,,2025-03-17,
,Edelweiss Multi Cap Fund - Regular Plan - Growth,,,12.9503,,,2025-03-17,
,Edelweiss Multi Cap Fund - Regular Plan - IDCW,,,12.9503,,,2025-03-17,
,Franklin India Multi Cap Fund - Direct - Growth,,,8.8354,,,2025-03-17,
,Franklin India Multi Cap Fund - Direct - IDCW,,,8.8354,,,2025-03-17,
,Franklin India Multi Cap Fund - Growth,,,8.75,,,2025-03-17,
,Franklin India Multi Cap Fund - IDCW,,,8.75,,,2025-03-17,
,DSP Multicap Fund - Regular - Growth,,,10.33,,,2025-03-17,
,Groww Multicap Fund - Direct - Growth,,,8.504,,,2025-03-17,
,Groww Multicap Fund - Regular - Growth,,,8.4646,,,2025-03-17,
,Groww Multicap Fund - Regular - IDCW,,,8.4644,,,2025-03-17,
,HDFC Multi Cap Fund - Growth Option,,,16.243,,,2025-03-17,
,HDFC Multi Cap Fund - Growth Option - Direct Plan,,,16.928,,,2025-03-17,
,HDFC Multi Cap Fund - IDCW Option,,,15.392,,,2025-03-17,
,HDFC Multi Cap Fund - IDCW Option - Direct Plan,,,16.142,,,2025-03-17,
,HSBC Multi Cap Fund - Direct - Growth,,,16.2867,,,2025-03-17,
,HSBC Multi Cap Fund - Direct - IDCW,,,16.2868,,,2025-03-17,
,HSBC Multi Cap Fund - Regular - Growth,,,15.8318,,,2025-03-17,
,Groww Multicap Fund - Direct - IDCW,,,8.504,,,2025-03-17,
,DSP Multicap Fund - Direct - IDCW,,,10.51,,,2025-03-17,
,DSP Multicap Fund - Direct - Growth,,,10.51,,,2025-03-17,
,Canara Robeco Multi Cap Fund - Regular Plan - IDCW Option,,,12.36,,,2025-03-17,
,Axis Multicap Fund - Regular Plan - Growth,,,15.52,,,2025-03-17,
,Axis Multicap Fund - Regular Plan - IDCW,,,15.52,,,2025-03-17,
,BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH,,,10.035,,,2025-03-17,
,BAJAJ FINSERV MULTI CAP FUND - DIRECT - IDCW,,,10.035,,,2025-03-17,
,BAJAJ FINSERV MULTI CAP FUND - REGULAR - GROWTH,,,10.026,,,2025-03-17,
,BAJAJ FINSERV MULTI CAP FUND - REGULAR - IDCW,,,10.026,,,2025-03-17,
,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,,,15.711,,,2025-03-17,
,BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN,,,14.916,,,2025-03-17,
,BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN,,,15.697,,,2025-03-17,
,BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN,,,14.917,,,2025-03-17,
,Bank of India Multi Cap Fund Direct Plan - Growth,,,15.61,,,2025-03-17,
,Bank of India Multi Cap Fund Direct Plan - IDCW,,,15.59,,,2025-03-17,
,Bank of India Multi Cap Fund Regular Plan - Growth,,,15.28,,,2025-03-17,
,Bank of India Multi Cap Fund Regular Plan - IDCW,,,15.28,,,2025-03-17,
,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,,,281.0626,,,2025-03-17,
,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option,,,52.7286,,,2025-03-17,
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,,,251.3037,,,2025-03-17,
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,,,49.8188,,,2025-03-17,
,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,,,12.8,,,2025-03-17,
,Canara Robeco Multi Cap Fund - Direct Plan - IDCW Option,,,12.67,,,2025-03-17,
,Canara Robeco Multi Cap Fund - Regular Plan - Growth Option,,,12.49,,,2025-03-17,
,Axis Multicap Fund - Direct Growth,,,16.21,,,2025-03-17,
,Motilal Oswal Midcap Fund-Regular Plan-Growth Option,,,89.0108,,,2025-03-17,
,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW,,,19.85,,,2025-03-17,
,Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW,,,25.17,,,2025-03-17,
,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,,,267.294,,,2025-03-17,
,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,,,25.112,,,2025-03-17,
,DSP Quant Fund - Direct Plan - Growth,,,20.048,,,2025-03-17,
,DSP Quant Fund - Direct Plan - IDCW,,,16.615,,,2025-03-17,
,DSP Quant Fund - Regular Plan - Growth,,,19.212,,,2025-03-17,
,DSP Quant Fund - Regular Plan - IDCW,,,15.903,,,2025-03-17,
